JOBSHIPMENTNO,JOBTYPE,JOBTYPENAME,SERVICETYPECODE,TMODE,SHPTORIGINCTRY,SHPTDESTCTRY,SERVICE_REMARK,TOTAL_RATING,TOTAL_SCORE
J20030120-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20030121-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,,40,10
J20030122-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,"Both Mr Riduan and Mr Rahman are hardworking, courteous and efficient workers.
We are very happy with them and for the services provided.",40,10
J20030123-1-A1,I,Inbound Job,PTD,Air,United Kingdom,Singapore,,40,10
J20030125-1-S1,O,Outbound Job,DTP,Sea,Singapore,Netherlands,,40,10
J20030126-1-S1,O,Outbound Job,DTP,Sea,Singapore,Netherlands,Very efficient.,40,10
J20030127-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,"The packing crew were excellent - on time, hardworking, efficient and well-organized.",40,10
J20030128-1-S1,I,Inbound Job,PTD,Sea,Thailand,Singapore,"Great service in terms of preparing me to receive my boxes. 
Helped me unpack fragile boxes diligent.Thank you.",40,10
J20030131-1-S1,O,Outbound Job,DTP,Sea,Singapore,Luxembourg,,40,10
J20030133-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20030134-1-S1,O,Outbound Job,DTD,Sea,Singapore,China,Supervisor Herman was efficient and friendly.  But one setback was that the team did not inform that the cargo capacity had exceeded survey amount.,40,10
J20030137-1-S1,O,Outbound Job,DTP,Sea,Singapore,Philippines,Excellent and efficient service.  Right on time and managed very well in COVID situation.,40,10
J20030139-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,The team worked hard for this move.,34,8.5
J20030140-1-A1,O,Outbound Job,DTP,Air,Singapore,United States,"Dadi and his crew were incredibly professional, efficient and friendly.
I've moved 9 times in 7 years and this was the best packing experience I've had.",40,10
J20030144-1-S1,O,Outbound Job,DTP,Sea,Singapore,Singapore,"Very efficient, friendly, helpful team.",40,10
J20030145-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,This was a great experience.  This crew was excellent!  I would tell anyone to use Asian Tigers Moving!  Great guys!,40,10
J20030147-1-S1,O,Outbound Job,DTP,Sea,Singapore,Philippines,"They were hardworking, nice and helpful.",40,10
J20030151-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"Thank you and your crew for making this easiest  house move till date.I commend the team for always being on time very planned and organised, always courteous and polite,with no task being difficult to carry out. Very impressed with their efficiency and personal care given during this move.",38,9.5
J20030152-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,,40,10
J20030154-1-S1,I,Inbound Job,DTD,Sea,United States,Singapore,"Eric - follow up call on job date was prompt.
Eric and movers were punctual, friendly and good attitude.  This made the move easier.",38,9.5
J20030156-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20030161-1-S2,O,Outbound Job,DTP,Sea,Singapore,Portugal,,40,10
J20030162-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,"Well organized, professional.",40,10
J20030163-1-A1,I,Inbound Job,PTD,Air,Qatar,Singapore,,40,10
J20030168-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20030169-1-A1,I,Inbound Job,PTD,Air,India,Singapore,,34,8.5
J20030171-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,"Good team, fast and efficient.",40,10
J20030172-1-A1,I,Inbound Job,PTD,Air,Colombia,Singapore,,40,10
J20030174-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20030175-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"Khai and his team were amazing. While the move had certain unforeseen circumstances, they did their best.
It would have been helpful to have changed the order of the move a little to accommodate the circumstance but movers did their best and went over and above. 
",40,10
J20030176-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20030178-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20030187-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20030190-1-S1,O,Outbound Job,DTP,Sea,Singapore,India,"Packing crew did an excellent and professional job with due care to our household effects.  They were also humble and friendly throughout the process.

Good work team.  Keep up the good work.",36,9
J20030194-1-S1,I,Inbound Job,DTD,Sea,Germany,Singapore,Professional onsite team.  Asian Tigers are getting expensive vs my last 2 moves.,38,9.5
J20030197-1-S1,I,Inbound Job,PTD,Sea,Thailand,Singapore,Very good team and great job done.  Under the leadership of Barak and his dedicated team.  Keep it up!!!,40,10
J20030205-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20030206-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20030208-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,Mr Ghani was very efficient and careful.  He is an asset to your firm.  His team members are very cheerful and helpful.  Most of them have a very good attitude.  It’s no wonder many of them are long time staff of K C Dat.  Keep up the good work!,40,10
J20030209-1-S1,O,Outbound Job,DTD,Sea,Singapore,United Kingdom,,40,10
J20030212-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,,35,8.75
J20030213-1-S1,O,Outbound Job,DTP,Sea,Singapore,Canada,,31,7.75
J20030217-1-S1,O,Outbound Job,DTD,Sea,Singapore,Taiwan,,40,10
J20030218-1-A1,O,Outbound Job,O,Air,Singapore,Taiwan,,40,10
J20030226-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,,40,10
J20030231-1-S1,O,Outbound Job,DTD,Sea,Singapore,Sweden,,40,10
J20030232-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20030233-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20030240-1-S1,O,Outbound Job,DTP,Sea,Singapore,India,,40,10
J20030245-1-S1,I,Inbound Job,PTD,Sea,Canada,Singapore,Doing my own unpacking.,40,10
J20030247-1-S1,O,Outbound Job,DTP,Sea,Singapore,Hong Kong ,Very organised and efficient.  Team was able to give good guidance to us to pack.,40,10
J20030249-1-S1,O,Outbound Job,DTP,Sea,Singapore,Taiwan,Very patient & efficient.Well done.,40,10
J20030251-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,36,9
J20030252-1-A1,O,Outbound Job,DTP,Air,Singapore,Thailand,,40,10
J20030262-1-S1,I,Inbound Job,PTD,Sea,Thailand,Singapore,"Excellent service, thank you.",40,10
J20030263-1-S1,I,Inbound Job,DTD,Sea,United States,Singapore,,40,10
J20030265-1-S1,I,Inbound Job,PTD,Sea,United Kingdom,Singapore,,40,10
J20030266-1-S1,I,Inbound Job,DTD,Sea,China,Singapore,Good services from Ghani & Kheman.  Really appreciate their help and service.,40,10
J20030268-1-S1,I,Inbound Job,PTD,Sea,Japan,Singapore,,40,10
J20030272-1-S1,O,Outbound Job,DTD,Sea,Singapore,Taiwan,,33,8.25
J20030273-1-S1,I,Inbound Job,PTD,Sea,Indonesia,Singapore,Slightly clearer communication to update different stages before delivery would've been good.,38,9.5
J20030284-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,"Movers were very professional, quick and needed minimal supervision and instructions.  Will recommend!",40,10
J20030285-1-S1,I,Inbound Job,DTD,Sea,Cambodia,Singapore,Very fast but very careful with everything.  Thank you so much!,40,10
J20030288-1-S1,O,Outbound Job,DTP,Sea,Singapore,France,,38,9.5
J20030295-1-S1,I,Inbound Job,PTD,Sea,Australia,Singapore,"Entire team was excellent, and supervisor took time to make sure that everything was satisfactory. 10/10",40,10
J20030296-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,"Great work, extremely helpful, great attitude.  Thanks to the full team.",40,10
J20030301-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,Great Job - very careful and efficient.,40,10
J20030303-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"Office:  Long response time on emails, lots of follow-up required.
Crew:  Very friendly and organized.",35,8.75
J20030305-1-S1,I,Inbound Job,PTD,Sea,South Africa,Singapore,Quick and helpful.  Tidied up mess efficiently too.,40,10
J20030306-1-S1,O,Outbound Job,DTP,Sea,Singapore,France,Very good team - available and efficient.,40,10
J20040001-1-S1,O,Outbound Job,DTP,Sea,Singapore,Ireland,"Great work, very professional and careful.  Thank you.",40,10
J20040003-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,Was always concerned about the time plan and felt too much buffer built in the plan to the extent that it would cost me extra money to find alternative acccomodation.,35,8.75
J20040004-1-A1,I,Inbound Job,PTD,Air,Romania,Singapore,,40,10
J20040007-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Arab Emirates,"Not a problem related to Asian Tigers but due to the choice of my company, I had to deal with the Dubai partner, which was not very professional (had to send all signed shipping docs via DHL).  Crew was very good and friendly.  Top!  Only down side was scratches in the floor which nobody told us about.",36,9
J20040015-1-S1,O,Outbound Job,DTD,Sea,Singapore,Germany,"There is still room for improvement.  Ryan, the Sales Consultant is easy going and delivers his task faithfully.  Steven is a fast and dedicated Supervisor.  One crew is outstanding but talkative.  Remaining 2 crews are rather senior in age and expectedly to be experience in handling packing exercise.  However, they turned out to be below par of expectation of any common good customers.  No sense of maturity, initiative and worked on instruction blindly.",36,9
J20040016-1-S1,I,Inbound Job,PTD,Sea,India,Singapore,"Crew - Excellent
Office - Move Consultant was not very effective and communicative.  In fact, it was disappointing.",40,10
J20040019-1-A1,I,Inbound Job,PTD,Air,Thailand,Singapore,Very fast and efficient.  Thank you!,40,10
J20040024-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,Great service.  Very professional and timely.,40,10
J20040025-1-S1,O,Outbound Job,DTP,Sea,Singapore,Austria,Thanks for the great service!,40,10
J20040027-1-S1,I,Inbound Job,PTD,Sea,South Africa,Singapore,,40,10
J20040028-1-S1,I,Inbound Job,DTD,Sea,Indonesia,Singapore,"Responsive, polite, professional and caring.  Excellent!!",40,10
J20040029-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20040034-1-S1,O,Outbound Job,DTP,Sea,Singapore,Netherlands,"Everyone is an expert in packing.  There was no waste in time thinking how the packing will be done.  It was all already known, shows very good experience.  The Supervisor was also very kind and receptive to customer's requirements.  Overall, they worked like a very well oiled machine.",40,10
J20040036-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,"Super team, thank you all very much.",40,10
J20040038-1-S1,O,Outbound Job,DTP,Sea,Singapore,Thailand,,38,9.5
J20040043-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"We had asked and paid extra for new boxes.  However, all the boxes were old/recycled.  Some were not even from Asian Tigers.",38,9.5
J20040046-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,"Supervisor Mike coordinated perfectly between his team and us, as client.",40,10
J20040048-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20040065-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,Very efficient and friendly team in our home.  Highly recommend.  Do hope our goods fit into 20ft container!!,40,10
J20040068-1-S1,O,Outbound Job,DTD,Sea,Singapore,Netherlands,Crew were excellent - friendly and helpful.  Thank you for making what is always a stressful experience as smooth as possible.,40,10
J20040071-1-S3,O,Outbound Job,DTD,Sea,Singapore,United States,"Dadi did a great job, it was seamless.",40,10
J20040072-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Polite, clean, efficient.  Great team!",40,10
J20040074-1-S1,I,Inbound Job,DTD,Sea,Japan,Singapore,"The Moving crews were very professional.  Due to COVID, my packing instruction had to be delayed through an intermediary.  The moving consultants in Japan were very patient throughout the process, and both the packing and unpacking crews were friendly and helpful.",36,9
J20040076-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"The moving experience was really professional and done smoothly with care.  All staff were friendly, hardworking and efficient.  We would highly recommend this team!",40,10
J20040085-1-S1,O,Outbound Job,DTP,Sea,Singapore,Canada,"Good service, thank you.",40,10
J20040086-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,Efficient and Good.  Thanks!,40,10
J20040090-1-S1,O,Outbound Job,DTD,Sea,Singapore,New Zealand,"Karim and team were very efficient!  Super job, thank you.  Speedy, professional and friendly.",40,10
J20040091-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,"Professional, kind, patient and hardworking.  Excellent experience – highly recommend.",40,10
J20040092-1-S1,O,Outbound Job,DTP,Sea,Singapore,South Africa,,40,10
J20040095-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,"Thank you for the efficient, professional and kind packing service.  Amazing job.",40,10
J20040099-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,38,9.5
J20040102-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,"The team was professional, on time and did a great job!  Thanks.",40,10
J20040103-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20040104-1-S1,I,Inbound Job,DTD,Sea,Kuwait,Singapore,Extremely organised delivery team.  Thank you for the service from start to finish.,40,10
J20040107-1-A1,I,Inbound Job,DTD,Air,United States,Singapore,,40,10
J20040115-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,Excellent ad professional – used second time.,40,10
J20040116-1-S1,O,Outbound Job,DTD,Sea,Singapore,"Korea, Republic of",Super Team!! Very friendly!,40,10
J20040119-1-S1,O,Outbound Job,DTP,Sea,Singapore,France,,40,10
J20040123-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,,38,9.5
J20040126-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20040128-1-S1,O,Outbound Job,DTP,Sea,Singapore,Japan,Fast and efficient service.  Packers were professional and organized.  Thank you.,40,10
J20040130-1-S1,I,Inbound Job,DTD,Sea,Australia,Singapore,"Handyman service was late and then did not fulfill service when asked at 4.45pm to at least keep bookshelf secure he run away. 

Moving crew - friendly and helpful.",38,9.5
J20040133-1-S1,I,Inbound Job,PTD,Sea,Australia,Singapore,,40,10
J20040137-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,Great Jobs!  5 stars!!!,40,10
J20040143-1-S1,I,Inbound Job,DTD,Sea,United Arab Emirates,Singapore,,40,10
J20040146-1-S1,I,Inbound Job,DTD,Sea,Saudi Arabia,Singapore,"The team was timely, efficient, effective, and friendly.  I am VERY happy with the job done.  Thank you!",40,10
J20040149-1-S1,I,Inbound Job,DTD,Sea,United States,Singapore,Helped me understand options for placing thing and were very patient.  Thanks Herman and crew.,40,10
J20050003-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,"Very efficient, polite, took great care with our belongings.  Very happy.",40,10
J20050004-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,,40,10
J20050006-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,Second move with Asian Tigers and fantastic service again.  Professional and courteous staff made the stressful move much palatable.  Thank you very much!,40,10
J20050007-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,,40,10
J20050008-1-S1,O,Outbound Job,DTP,Sea,Singapore,Belgium,"Asian Tigers' team has been professional, friendly and efficient.  I highly recommend them for your next move, anywhere in SEA.",38,9.5
J20050009-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20050010-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,Great Service and hardworking!,40,10
J20050014-1-S1,O,Outbound Job,DTD,Sea,Singapore,Denmark,We ended up being very satisfied but were a little disappointed on the first day due to the lack of manpower and silica gel packs (even though these were requested beforehand).  Sales staff and packing crew were very nice and efficient.,40,10
J20050015-1-S1,O,Outbound Job,DTD,Sea,Singapore,China,,40,10
J20050018-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Best pack we've had!  Very organized, fast, careful and clean.  Highly recommend.  Thank you!",40,10
J20050019-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20050022-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,The delivery and unpacking were smooth and efficient.  Thank you.,40,10
J20050029-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Thank you to the whole crew who performed in a respectful and professional manner.  Crew arrived on time and acted with care and courteous.,40,10
J20050033-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"Great guys!!!! But one, estimation of the no of days!",36,9
J20050034-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"Friendly, efficient crew.  Highly recommended!",40,10
J20050037-1-S1,O,Outbound Job,DTD,Sea,Singapore,United Arab Emirates,"Good co-ordination by the overall Asian Tigers team across all the different people.  
Packing crew managed time very well.  They gave us regular status updates and were responsive to our requests.  
Packing Supervisor was very helpful and experienced.",40,10
J20050038-1-A1,O,Outbound Job,DTP,Air,Singapore,Japan,,40,10
J20050040-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,,40,10
J20050044-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"The team did a wonderful job.  They are very professional and efficient.  Mike was an amazing team leader, and I would highly recommend Asian Tigers to anyone.",38,9.5
J20050045-1-S1,I,Inbound Job,DTD,Sea,United Arab Emirates,Singapore,Guys on the ground were excellent.  Sariman and his team were always professional and extremely helpful.,40,10
J20050046-1-S2,O,Outbound Job,DTD,Sea,Singapore,China,,38,9.5
J20050048-1-S1,O,Outbound Job,DTD,Sea,Singapore,Taiwan,"All good, very professional.",40,10
J20050050-1-S1,O,Outbound Job,DTD,Sea,Singapore,United Kingdom,,40,10
J20050051-1-S1,O,Outbound Job,DTP,Sea,Singapore,Germany,,28,7
J20050052-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,,40,10
J20050057-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,Fantastic service!  Well managed and personable.,40,10
J20050058-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,Everything was very good.  Thank you!,40,10
J20050061-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20050065-1-S1,O,Outbound Job,DTD,Sea,Singapore,United Kingdom,All the guys were amazing!  Super efficient and handled everything with care and professionalism!  I would absolutely recommend Asian Tigers!  Thanks to all the guys for being so careful with all our belongings!,40,10
J20050067-1-S1,I,Inbound Job,DTD,Sea,United Kingdom,Singapore,,40,10
J20050068-1-S1,I,Inbound Job,PTD,Sea,Italy,Singapore,"Very professional, friendly, smiley and careful.",40,10
J20050069-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Great move experience from Kelvin and Robbie to Karim and move team.  Everyone was very professional.  Thank you.
",40,10
J20050071-1-A1,O,Outbound Job,DTD,Air,Singapore,Australia,,40,10
J20050071-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,"- Uncoordinated planning in lead up to packing dates
- Not enough proactive contact to give info and timing relating to move.
- Team pleasant once I got in contact to follow up but not organized enough
- Packing team efficient and polite.",36,9
J20050075-1-S2,O,Outbound Job,DTD,Sea,Singapore,Australia,"No problems
",40,10
J20050076-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,,40,10
J20050077-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"Ghani's team were very good, very patient, very polite and professional.
10/10 very happy, survey before was excellent.",40,10
J20050079-1-S1,O,Outbound Job,DTD,Sea,Singapore,Netherlands,"We have had many overseas relocation.  This team was the BEST!  Attentive, positive, helpful and flexible.  All A-team!  HIR team is the BEST!",40,10
J20050080-1-S1,O,Outbound Job,DTP,Sea,Singapore,Canada,Extremely satisfied with standard of packing and quality of crew.  No issues at all.  Thanks!,40,10
J20050088-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,33,8.25
J20050089-1-S1,O,Outbound Job,DTP,Sea,Singapore,Japan,Very efficient and professional.  Satisfied with the level of service 100%.,40,10
J20050091-1-S1,O,Outbound Job,DTP,Sea,Singapore,"Korea, Republic of","Great, fast and efficient service.  Thank you!",40,10
J20050097-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,"Very efficient, paid close attention to detail.  Excellent customer service.",40,10
J20050098-1-S1,O,Outbound Job,DTP,Sea,Singapore,Netherlands,Best team!  Best guys!  Best move!,40,10
J20050099-1-S1,O,Outbound Job,DTD,Sea,Singapore,"Korea, Republic of",,36,9
J20050100-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,Our experience with Asian Tigers has been excellent.  They are professional in their job and good listener.  They are delivering their job seriously especially Dean as the team lead.  I will use Asian Tigers team again for future business need.,40,10
J20050101-1-S1,O,Outbound Job,DTD,Sea,Singapore,Canada,,40,10
J20050102-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"We are so thankful to Mr Ghani and his team.  Great team work, excellent service, accommodating and fantastic packing and unpacking.  Very hectic but the team made it as smooth as possible.  Not forgetting James - surveyor, very accommodating and always ensure excellent service.

Mrs Sanderson:
- Will highly recommend Asian Tigers to our contacts.  
- No regrets.
- Special thanks again to Mr Ghani who lead the team in the most excellent manner till the end.",40,10
J20050103-1-S1,O,Outbound Job,DTP,Sea,Singapore,China,Quick and careful.  Excellent service.  Great care.  Would recommend.  Excellent communication and clarity.,40,10
J20050104-1-S1,O,Outbound Job,DTD,Sea,Singapore,Denmark,Very efficient and friendly.,40,10
J20050107-1-S1,O,Outbound Job,DTD,Sea,Singapore,Switzerland,"Very nice and considerate packing crew, lovely to have then pack my belongings.  Nice atmosphere as they were packing, despite the hard work, they would laugh and sing!",38,9.5
J20050108-1-S1,O,Outbound Job,DTP,Sea,Singapore,Vietnam,"I think Asian Tigers is fantastic.  The guys were extremely careful, efficient and professional.  A pleasure!!",40,10
J20050109-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20050110-1-S3,O,Outbound Job,DTD,Sea,Singapore,Australia,"Excellent service from start to finish.  Augustine understood our requirements and was available at all times to answer any questions.  Boyan and his team were amazing.  Fast, professional, polite, tidy, courteous.  A pleasure to have around.  Thank you so much.  Excellent service.",40,10
J20050111-1-A1,I,Inbound Job,DTD,Air,Taiwan,Singapore,,40,10
J20050113-1-S1,I,Inbound Job,DTD,Sea,Brazil,Singapore,,40,10
J20050115-1-A1,O,Outbound Job,DTD,Air,Singapore,Japan,,40,10
J20050115-1-S1,O,Outbound Job,DTD,Sea,Singapore,Japan,,40,10
J20050117-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,,40,10
J20050120-1-S1,O,Outbound Job,DTP,Sea,Singapore,Australia,,40,10
J20050124-1-S1,I,Inbound Job,PTD,Sea,Panama,Singapore,,40,10
J20050128-1-S1,O,Outbound Job,DTP,Sea,Singapore,Canada,"This team was excellent from start to finish.  The team consist of Eddy, Ling, Hisham and Mubarak.  All of whom were courteous and considerate of our family situation while demonstrating a very high degree of professionalism.  They were fast, meticulous and careful throughout their time. Finished much easier than predicted.  My only complaint is that they won't be in Canada when we arrive.  Excellent work, wouldn't hesitate to recommend to any contacts.",40,10
J20050129-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,,40,10
J20050131-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,"Din and team were efficient and tidy, also very accommodating.  Thank you.",34,8.5
J20050134-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,The Asian Tigers team were most professional.  Very well done!,40,10
J20050135-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20050136-1-S1,O,Outbound Job,DTP,Sea,Singapore,China,The guys are very professional and high-efficiency.  They are working hard.  Quite an excellent job.,36,9
J20050144-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,,40,10
J20050145-1-S1,O,Outbound Job,DTP,Sea,Singapore,Canada,Well done.,40,10
J20050146-1-S2,O,Outbound Job,DTD,Sea,Singapore,United States,Excellent crew - thank you!,40,10
J20050147-1-S1,O,Outbound Job,DTD,Sea,Singapore,United Kingdom,Excellent ground crew!,40,10
J20050148-1-S1,O,Outbound Job,DTD,Sea,Singapore,Taiwan,,40,10
J20060001-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20060009-1-S1,I,Inbound Job,PTD,Sea,United Kingdom,Singapore,Very helpful and friendly team who worked hard throughout morning and afternoon without breaks.,40,10
J20060010-1-S1,O,Outbound Job,DTD,Sea,Singapore,"Korea, Republic of",,40,10
J20060011-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,Super efficient!  Terrific job.,40,10
J20060012-1-S1,I,Inbound Job,PTD,Sea,Japan,Singapore,,40,10
J20060013-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,This crew was kind and efficient and did an amazing job packing my things.  Thank you!,40,10
J20060021-1-S1,O,Outbound Job,DTP,Sea,Singapore,Taiwan,,40,10
J20060023-1-S1,O,Outbound Job,DTP,Sea,Singapore,Philippines,This is our family's 7th move with Asian Tigers.  Always a pleasure working with the team.  They work fast and efficient.  Always similing (as seen through their eyes).,40,10
J20060024-1-S1,I,Inbound Job,DTD,Sea,China,Singapore,,40,10
J20060026-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,Very polite and professional crew.,40,10
J20060027-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20060031-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Crew was great, fast and professional.",40,10
J20060032-1-S1,O,Outbound Job,DTD,Sea,Singapore,Canada,Fantastic Move,40,10
J20060033-1-A1,O,Outbound Job,DTD,Air,Singapore,United States,Cas and team were excellent - courteous and careful.  Be confident they will move you without problems.,40,10
J20060035-1-A1,O,Outbound Job,O,Air,Singapore,"Korea, Republic of",,40,10
J20060036-1-S1,O,Outbound Job,DTP,Sea,Singapore,Greece,Excellent service and I am very happy.,40,10
J20060037-1-S1,O,Outbound Job,DTD,Sea,Singapore,Thailand,Excellent,40,10
J20060040-1-S1,O,Outbound Job,DTP,Sea,Singapore,Turkey,Everything is very good and organised.  Thank you.,40,10
J20060044-1-A1,O,Outbound Job,DTP,Air,Singapore,India,Crew has been informed by Salesperson with wrong time agreed for 8.30am.  But they were informed for 9am.,31,7.75
J20060047-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,I am impressed by the excellent job done.  Many thanks to your crew.  Very professional in the packing and moving.,40,10
J20060049-1-S1,O,Outbound Job,DTP,Sea,Singapore,Australia,"Mr Selamat and his team did an excellent ad outstanding job!!!  They took very good care of the things and very professional, courteous, helpful.  Simply the Best team.  I want to thank them for everything especially their professionalism and committed altitude.  Great Job!!",40,10
J20060050-1-S1,O,Outbound Job,DTP,Sea,Singapore,"Korea, Republic of",,38,9.5
J20060052-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20060053-1-S1,I,Inbound Job,DTD,Sea,Netherlands,Singapore,,40,10
J20060055-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,Excellent team.,40,10
J20060056-1-S1,O,Outbound Job,DTP,Sea,Singapore,Australia,Very fast and efficient!,40,10
J20060061-1-A1,O,Outbound Job,DTD,Air,Singapore,United States,Very fast and efficient.,40,10
J20060064-1-S2,O,Outbound Job,DTD,Sea,Singapore,United Kingdom,"HIR was amazing, as were the entire crew.
Answered all questions, they were flexible, packed with care and were super efficient
Cannot give the enough praise.  Amazing!
",38,9.5
J20060065-1-S1,O,Outbound Job,DTP,Sea,Singapore,Syrian Arab Republic,,40,10
J20060067-1-S1,O,Outbound Job,DTD,Sea,Singapore,India,,40,10
J20060068-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hungary,"The guys did a great job, explained everything and it was very smooth.  Professional job, thanks.",40,10
J20060069-1-S1,O,Outbound Job,DTP,Sea,Singapore,Netherlands,,40,10
J20060070-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Great service, very organized, very polite staff.  Thank you!",40,10
J20060071-1-A1,I,Inbound Job,PTD,Air,Malaysia,Singapore,,40,10
